,artist,biography,listeners,playcount
675,Bobby Solo,"Italian 1960s teen idol Bobby Solo made his debut while recording his first two singles in 1963, ""Ora Che Sei Gia Una Donna"" and ""Blue é Blue."" The artist's breakthrough came in 1964 after participating in San Remo's Festival, where he sang ""Una Lacrima Sul Viso,"" which became an important episode in the Italian pop music history. A year later, Bobby Solo came in first place at the same event with ""Se Piangi, Se Ridi"" and one more time in 1969 after singing Gianni Morandi's ""Zingara,"" later recorded by Connie Francis. Read more on Last.fm",38568,181258
676,Rajender Singh Kharkiya,Read more on Last.fm,135,1083
677,Connie Smith,"Connie Smith (born Constance June Meador 14 August 1941, in Elkhart, Indiana) is an American country music singer. She is best known for her 1964 hit song ""Once a Day"", which spent 8 weeks at No. 1 on Billboard's Country music charts, the longest of any female country music artist in history. This was Smith's only single to reach the No. 1 spot on the Billboard charts.

In less than a year, Connie Smith moved from being a small-town Ohio housewife to country stardom with a number one single to her credit. Read more on Last.fm",48374,13301762
678,Big Mj,Read more on Last.fm,514,10341
679,Xavier Cugat,"Xavier Cugat (January 1, 1900 - October 27, 1990) was a Spanish-Cuban bandleader whom many consider to have had more to do with the infusion of Latin music into United States popular music than any other musician. Perez Prado followed in Cugat's footsteps.

Cugat was born Francisco de Asis Javier Cugat Mingall de Bru y Deulofeo in Girona, Spain. His family immigrated to Cuba when he was five. He trained as a classical violinist and played with the Orchestra of the Teatro Nacional in Havana. Read more on Last.fm",108868,778174
680,Roomies,Read more on Last.fm,3352,17712
681,Ramones,"Ramones were a punk band that formed in Queens, New York, United States, in 1974. They are often cited as the first punk group. Despite achieving only limited commercial success, the band was a major influence on the punk movement both in the United States and the United Kingdom.

All of the band members adopted pseudonyms ending with the surname ""Ramone"", though none of them were related. They performed 2,263 concerts, touring virtually nonstop for 22 years. Read more on Last.fm",2675419,99892351
682,Biplob,Read more on Last.fm,150,759
683,Los Hermanos Cubero,Read more on Last.fm,4224,47868
684,Cobra Starship,"Cobra Starship were an American pop band created by former Midtown bassist and lead vocalist Gabe Saporta in 2003 in New York City. Other members were guitarist Ryland Blackinton, bassist Alex Suarez, drummer Nate Novarro, and keytarist Victoria Asher, all of whom provided backing vocals. The group released their debut album,  While the City Sleeps, We Rule the Streets in 2006, which they followed with ¡Viva la Cobra! in 2007. They then released Hot Mess in 2009. Read more on Last.fm",1533393,34121473
685,Rosco Gordon,"Rosco Gordon (April 10, 1928 – July 11, 2002) was an American, Memphis blues and rhythm & blues, singer and songwriter. He is best known for his 1952, number 1, rhythm & blues hit single, ""Booted"", and two number 2 singles, ""No More Doggin'"" (1952 RPM 350) and ""Just a Little Bit"" (1960 Vee-Jay 332).

Born on Florida Street, in Memphis, Tennessee, Gordon was one of the ""Beale Streeters"", a group of musicians in 1949 that also featured Johnny Ace, B. Read more on Last.fm",33786,129257
686,El Charrito Negro,Read more on Last.fm,6475,59947
687,Taweh G,Read more on Last.fm,3,3
688,Mike Emilio,Read more on Last.fm,30350,237153
689,Murf,"1. MURF IS A MPLS PUNK BAND THAT SPITS BLOOD, BREAKS SHIT AND DERIVES THEIR HOTASS RIFFS FROM THEIR LORD SATAN HALLELUJAH. THIS -PIECE PUNK OUTFIT SPECIALIZING IN CHAOTIC THEATRICAL LIVE SHOWS FEATURING COSTUMES, CONFETTI, SPRAYING OF BLOOD, DESTRUCTION OF PROPS AND AUDIENCE PARTICIPATION.

https://murf.bandcamp.com/

2. As a vinyl junkie, hes been an ambassador for electronic music during a hedonistic 29 year career as a DJ at seminal clubs and events worldwide... Read more on Last.fm",1278,15661
690,Magic De Spell,"Magic de Spell is a greek rock band, which was formed in 1980. Their first albums' verses are in english but after 1993 they chose greek lyrics for their songs. Magic de Spell is described as one of the most known greek rock bands of the past decade. Some of their most famous works are: Diakopes sto Sarajevo ( Holiday in Sarajevo) which is also a song against war and apathy, Nipson Anomimata Mi Monan Opsin, Trabala stis taratses etimoropon spition Read more on Last.fm",11232,114032
691,Muzzarelas,"Punk Rock Bizarro-core de Campinas, interior de SP.
Com letras sobre cerveja, et's, cotidiano e MUITO humor essa banda se destaca no cenário por ter um estilo único Read more on Last.fm",1564,46926
692,Damu,"Another entry in the long line of British youngsters who have been producing since their teenage years, Damu is a producer and DJ based in Manchester, England. His sound is part of the post-dubstep movement and fuses elements of grime, house, garage and juke with his characteristic technicolour synths. His songs frequently incorporate and have an emphasis on a RnB vocals and upbeat chord progressions, which give his music a particularly melodic quality. Read more on Last.fm",12126,97998
693,Pasos Sin Rumbo,Read more on Last.fm,84,289
694,The Bridgeheads,"2007-2010
Formed in 2007, The Bridgeheads (originally The Bridge) were a London-based alternative band (although the band prefered their music to be characterised as expressionism). Originating from Slovakia, the line-up consisted of Tomas dAsK (vocals, guitar, piano, songwriting), Joseph Lemee (guitar, piano) and Michal Wisp (drums). In the same year The Bridgeheads released EP ‘Things’ and have built a devoted following with their personal live performances. Tomas dAsK died after an accident on September 27, 2010. Read more on Last.fm",5951,122152
695,Thomas Hass,"Thomas Hass is a danish composer, producer and saxophone player with many different activities. He writes for theater, film and his own groups The Society and the Thomas Hass Orchestra. Read more on Last.fm",15940,56306
696,Duo Dinamico,Read more on Last.fm,15215,79252
697,Naseem Begum,Read more on Last.fm,964,7876
698,Cafe Restaurant Music,Read more on Last.fm,164,2706
699,Jones Cruipy,Read more on Last.fm,584,3761
700,Trio X of Sweden,Read more on Last.fm,60674,206460
701,JOAQUINA,Read more on Last.fm,16736,280401
702,Big Mama Thornton,"Big Mama Thornton (Willie Mae Thornton, December 11, 1926, Ariton, AL - July 25, 1984, Los Angeles, CA) was an American blues musician. 

Her introduction to music, as with most fellow blues legends, started in the Baptist church. The daughter of a minister, she and her six siblings began to sing at a very early age. While still a child, Willie Mae taught herself to play the drums and harmonica, and by the age of 14, she had run away from home to make her career in secular music. Read more on Last.fm",238108,1404487
703,Muggsy Spanier,"Francis Joseph Julian ""Muggsy"" Spanier (November 9, 1901 – February 12, 1967) was a prominent cornet player based in Chicago. He was renowned as the best trumpet/cornet player in Chicago until Bix Beiderbecke entered the scene.

Muggsy led several traditional, ""hot"" jazz bands, most notably Muggsy Spanier and His Ragtime Band (which did not, in fact, play ragtime but, rather, ""hot jazz"" that would now be called Dixieland). This band set the style for all later attempts to play traditional jazz with a swing rhythm section. Read more on Last.fm",26346,160283
704,Hot Heros,"The members of the renowned Finnish jazz trio Hot Heros have been playing together since the early 2000s. The trio's inaugural words were said in 2014 on a New York concert trip, where the members noticed a worn-out, out-of-use sign that read 'Hot Heros'. Their music, often influenced by folk traditions, embraces both ecstatic, spiritual free jazz and lyrical, sophisticated compositions.

Consisting of drummer Janne Tuomi, bassist Ville Rauhala, and saxophonist Sami Sippola Read more on Last.fm",1093,5168
705,Kaleidoscope,"There are at least nine artists/bands that have used this name: a British psychedelic rock band, an American psychedelic band, an Australian power-pop/rock trio, a Mexican psychedelic hard rock band, a solo artist, an Italian eurodance trio, an electronic musician and a female Christian/Pop duo.

This Kaleidoscope were a British psychedelic rock band consisting of vocalist Peter Daltrey, guitarist Eddie Pumer, bassist Steve Clark and drummer Danny Bridgman. Read more on Last.fm",177919,1724364
706,Andres Puche,Read more on Last.fm,94,1058
707,Mandisa,"Mandisa Lynn Hundley   (October 2, 1976 Citrus Heights, California —April 18, 2024 in Nashville, Tennessee ) Mandisa Lynn Hundley, artistically known as 'Mandisa' (born October 1, 1976 - April 18, 2024) was a American-Grammy award winning singer who rose to fame as one of the favourites in the fifth (2006) season of American Idol. Despite finishing as the overall ninth place finalist, Mandisa went on to become one of the most successful idol contestants of all time. Read more on Last.fm",70328,871747
708,Lil' Kim,"Kimberly Denise Jones, better known by her stage name Lil' Kim, is an American rapper and reality television personality. Born and raised in Brooklyn, New York City, she lived much of her adolescent life on the streets after being expelled from home. In her teens, Jones would freestyle rap, influenced by fellow female hip hop artists like MC Lyte and The Lady of Rage. In 1994, she was discovered by fellow rapper the Notorious B.I.G., who invited her to join his group Junior M. Read more on Last.fm",709360,8082798
709,Shyam Marandi,Read more on Last.fm,10,66
710,Freddie King,"Freddie King (September 3, 1934 – December 28, 1976), thought to have been born as Frederick Christian in Gilmer, Texas, originally recording as Freddy King, and nicknamed ""the Texas Cannonball"", was an influential African-American blues guitarist and singer. He is often mentioned as one of ""the Three Kings"" of electric blues guitar, along with Albert King and B.B. King (though he was the youngest of the three).

King's mother, Ella May King, and her brother, who both played the guitar, began teaching him to play at the age of six. Read more on Last.fm",391330,3499236
711,Television,"Television was an American post-punk band formed in New York City in 1973. One of the most creative bands to emerge from New York's CBGB scene of the mid-'70s, creating an influential new guitar vocabulary. While guitarists Tom Verlaine and Richard Lloyd liked to jam, they didn't follow the accepted rock structures for improvisation — they removed the blues while retaining the raw energy of garage rock, adding complex, lyrical solo lines that recalled both jazz and rock. Read more on Last.fm",821301,13932006
712,Kaku Ram Thakur,Read more on Last.fm,7,52
713,Bigod 20,"Former EBM/Electro-Project from Germany. Featuring Talla2XLC and Jallokin. Released on Zoth Ommog. Their most famous track is The Bog with guest vocals of Jean-Luc DeMeyer (Front 242, C-Tec).

Bigod 20 was a German electro-industrial band which was formed in 1988 by music producers Andreas Tomalla (aka Talla 2XLC and formerly of the band Moskwa TV) and Markus Nikolai (aka Jallokin).

History
In the late 1980s, Talla and Jallokin formed the band Pluuto under Talla's own Technodrome Records (TDI Records) label. Read more on Last.fm",34265,290839
714,Mick $uN,Read more on Last.fm,24,45
715,Alma Cogan,"Alma Cogan was Britain's most successful female recording artist of the 1950's. Born in London in 1932, her early recordings were mainly ballads, in the style of Anne Shelton. But by 1954, this was to all change. Her first major hit was ""Bell Bottom Blues"", and she scored her only number one in Britain with ""Dreamboat"" in 1956. Novelty songs were extremely popular at the time, and Alma recorded a number of these, including ""I Can't Tell A Waltz From A Tango"", ""Twenty Tiny Fingers"" and ""Never Do A Tango With An Eskimo"". Read more on Last.fm",109563,488560
716,Stonewall Jackson,"Stonewall Jackson (November 6, 1932 - December 4, 2021)  was an American country singer and musician who achieved his greatest fame during country's golden honky tonk era in the late 1950s and early 1960s. He was named after the famous general, Thomas ""Stonewall"" Jackson, who was an ancestor.His most popular song was ""Waterloo"" in 1959. The song is a haunting and catchy tune that states that ""Everybody has to meet his Waterloo,"" meaning their fate or comeuppance. The song cites Adam, Napoleon and Tom Dooley as examples. Read more on Last.fm",72639,437963
717,Turkmen Mukamlary,Read more on Last.fm,93,2371
718,The Mullet Monster Mafia,"Formed in 2008 in the city of Piracicaba, São Paulo state, The Mullet Monster Mafia aims to bring out the contemporarity of the Surf Music style by seeking in its roots. It was created at the end of the 50’s, which also gained fame because of its peculiarity of the Dick Dale’s style of playing guitar. With an agressive and heavy style, the MMMafia brings the old way of playing the guitar along with the brilliant trumpet and aggressive beats. Read more on Last.fm",1321,14347
719,Groove Stain,"Rising from the Atlanta local scene in 1997, Groove Stain climbs to the top of the rock reggae scene while touring regionally to support their 2007 self titled album. The band fuses arena ready guitar riffs, honest, from the heart lyrics, heart stopping horn lines, booming drums and bass, to evoke a satisfying musical gumbo that converts almost everyone who hears them instantly to fans.

Over the past decade, Groove Stain has shared the stage with a large list of national and international touring actss such as Ludacris Read more on Last.fm",445,5480
720,Primeira Estrada,Read more on Last.fm,200,2613
721,Dee Dee Bridgewater,"Dee Dee Bridgewater  (b. May 27, 1950) is an American Jazz singer. She is a two-time Grammy Award Winner, Tony Award Winner and Host of NPR's Syndicated Radio show ""JazzSet with Dee Dee Bridgewater"". She is a United Nations Ambassador for the Food and Agriculture Organization (FAO).

Born Denise Eileen Garrett in Memphis, Tennessee, she grew up in Flint, Michigan. Her father, Matthew Garrett, was a jazz trumpeter and teacher at Manassas High School, and through his playing, Denise was exposed to jazz early on. Read more on Last.fm",167020,1082234
722,The Turbans,"There two bands with the name The Turbans.

1) An African American doo-wop group, who were formed in Philadelphia in 1953.
2) An international musical collective bringing together music from traditional near-eastern and eastern-European styles and their own compositions.

1)
The Turbans were an African American doo-wop group, who were formed in Philadelphia in 1953. The original members were: Al Banks (lead tenor), Matthew Platt (second tenor), Charlie Williams (baritone) Read more on Last.fm",28053,104858
723,Jorge Drexler,"Jorge Drexler (n. Montevideo; September 21, 1964), is a critically acclaimed Uruguayan singer/songwriter who resides in Spain, began his recording career in the early 90's but didn't experience mainstream breakthrough success until his seventh album, Eco (2004), and its Oscar-winning song ''Al Otro Lado Del Río''.

He comes from a Jewish family that fled persecution in Germany. He studied to become an otolaryngologyst (i.e., ear, throat, and nose doctor) like his parents but ultimately chose to pursue his passion for music.  Read more on Last.fm",290982,10358440
724,Proxy,"There are 7 artists/bands named Proxy. 

1: A Russian electronic/techno DJ & producer 'THE PROXY
.  The Proxy releases on Tiga's Turbo Recordings ('Destroy' EP, 'Decoy' EP, 'Dance in Dark' EP in 2008 and 'Who are you/8000' EP in 2009). His debut LP is announced for 2010. His Myspace is http://www.myspace.com/useproxy

2: An old-school punk band from Montreal, Canada featuring members of Inepsy and Truncheons. They released their first demo in 2012, which is available for download from http://filthtemple.blogspot.ca/2012/03/proxy-demo.html. Read more on Last.fm",145249,1066902
725,Hayley and the Crushers,Read more on Last.fm,766,8865
726,The Wombats,"There are two artists that share this name:

        1) The Wombats (TWB) is a three-piece indie band which formed in 2003 in Liverpool, England. The band consists of Matthew Murphy (vocals, guitar, keyboards), Tord Øverland Knudsen (bass, vocals) and Dan Haggis (drums, vocals). Murphy and Haggis are native Liverpudlians and Øverland-Knudsen is Norwegian. The members met while they were students at the Liverpool Institute for Performing Arts (LIPA). Read more on Last.fm",1888815,55227888
727,11:11,"There are multiple artist using the 11:11 name.

1 - A five-piece rock band from the North East of Scotland, featuring current and ex members of The Form and The Aftermath. http://www.myspace.com/11eleventheband

2 - Modular synths and psychoacoustic diffusion project on the Living Ornaments label

3 - Shoegaze band from Nizhny Novgorod, Russia

4 - 90's grunge band 11:11 from Guelph Ontario.

5 - Collaboration between Guy Gerber and Sean Combs Read more on Last.fm",97979,667125
728,Raushan Rohi,Read more on Last.fm,40,149
729,Popular Workshop,"Popular Workshop are an indie rock trio based in London. Their first E.P. ""Stutter and Dance"" was relased in 2007 .  They followed up a nationwide tour with Art Brut in February 2008 by flying to Chicago the next day to record their debut album with Steve Albini at Electrical Audio studios, which will be officially birthed unto the world in September, entitled 'We're Alive, And We're Not Alone'.  The first fruits of this work will be the single 'PopSong', released July 7th on This Is Fake DIY Recordings (home of Duels and We Are The Physics).  Read more on Last.fm",3591,22622
730,Mineiros da Lua,Read more on Last.fm,1464,16780
731,D-A-D,"D-A-D is a Danish rock band formed in Copenhagen in the early 1980s. Originally named Disneyland After Dark, the band later changed its name to D-A-D to avoid potential legal action from The Walt Disney Company. The name Disneyland After Dark was conceived by Jesper Binzer and was intended to evoke the idea that anything could happen after dark in a place known for its wholesome image.

The initial lineup included Jesper Binzer, Stig Pedersen, Peter Lundholm Jensen, and Stig's then-girlfriend Lene Glumer. Read more on Last.fm",154860,3627793
732,Paulo Almeida,Read more on Last.fm,186,703
733,The Gentleman's Jazz Club,Read more on Last.fm,1697,8737
734,twoDB,Read more on Last.fm,4019,18196
735,Suman Gupta,Read more on Last.fm,59,187
736,Sleep Jazz,Read more on Last.fm,2957,68031
737,Chick Webb,"William Henry Webb, usually known as Chick Webb (February 10, 1905 –June 16, 1939) was a jazz and swing music drummer as well as a band leader.

Chick Webb represented the triumph of the human spirit in jazz and life. Hunchbacked, small in stature, almost a dwarf with a large face and broad shoulders, Webb fought off congenital tuberculosis of the spine in order to become one of the most competitive drummers and band leaders of the big band era. Read more on Last.fm",88537,473481
738,Georges Boulanger,"Georges Boulanger was born in Tulcea, Romania from a Romani (Gypsy) Romanian family with a very long tradition in music . His father's name was Vasile Pantazi. He was known as the typical Romanian Romani virtuoso . He learned to play the violin as a child from his father, who was already the sixth generation musician. At the age of 12, Georges Boulanger got a scholarship to study at the Conservatory in Bucharest. Three years later he was heard by Leopold Auer who took him to Dresden with him and where he studied with him for the next two years. Read more on Last.fm",1539,7018
739,Carranca,Read more on Last.fm,953,16927
740,Jimmy Clanton,"Jimmy Clanton was born 2 September 1938 in Baton Rouge, Louisiana, USA, and formed his first band in 1956 while in high school.

One of the few white singers to come out of the New Orleans R&B/rock & roll sound (he was known as the ""swamp pop R&B teenage idol""), he rode the crest of the popular teen music wave in the 1950s and '60s with such songs as 'Just a Dream' and 'Venus in Blue Jeans'. He even continued to release hits after he was drafted into the U.S. Army in 1961 and served for two years.  Read more on Last.fm",146816,610046
741,Mc Menor da Baixada,Read more on Last.fm,178,852
742,Léa Freire,Read more on Last.fm,4081,15265
743,Skizzo Skillz,"Nascut in Timisoara in 1980 septembrie 25. La ora 4:00 apare pe lume un baiat pe nume Virag Robert fredonand linia melodica de la ""Rapper's Delight"". Parintii au divortat cand Skizzo avea doar 6 luni. Primele cuvinte pe care le-a zis au fost ""cand o sa fiu mare o sa fiu cel mai tare rapper de care ai auzit"" dupa care a zambit golaneste.

Primi 6 ani a fost crescut mai mult de bunica, mama lui muncind din greu sa puna mancare pe masa. Inca de mic a inceput sa imite pasii de dans a lu Fred Astaire. Read more on Last.fm",4879,46314
744,Work Party,Read more on Last.fm,199,1485
745,Relespública,"Relespública is a Brazilian rock band from Curitiba.

Members of the band are Fabio Elias (guitar and vocals); Emanuel Moon (drums) and Ricardo Bastos (bass).
You don't need to be expert on music to know how indie bands get together and start a business. You just need to like indie music and its genre, and be its fan to know that the history of the indie bands are almost the same. But sometimes we the most of people don't notice that this histories Read more on Last.fm",15014,273874
746,Hello Operator,Read more on Last.fm,22814,152898
747,Mithu Marshal,Read more on Last.fm,184,711
748,Aerosmith,"Aerosmith were an American rock band formed in Boston in 1970. The group consists of Steven Tyler (lead vocals), Joe Perry (guitar), Tom Hamilton (bass), Joey Kramer (drums) and Brad Whitford (guitar). Their style, which is rooted in blues-based hard rock, has also incorporated elements of pop rock, heavy metal, glam metal, and rhythm and blues, and has inspired many subsequent rock artists. They are sometimes referred to as ""the Bad Boys from Boston"" and ""America's Greatest Rock and Roll Band"". Read more on Last.fm",4188927,104967936
749,Daniel Diaz,"Daniel Díaz Bio

Training and professional studies:

Composer, arranger, producer, multi-instrumentalist. Born in Argentina, Daniel Díaz has Spanish and Argentinean citizenships and speaks Spanish, English, French and Portuguese.

He studied music in Buenos Aires (theory, electric bass, harmony, counterpoint, ear training) and attended to several courses and clinics such as: orchestration with Carlos Franzetti, Improvisation with Gary Burton, Production and Bass with Pedro Aznar Read more on Last.fm",13044,67140
750,Buck Owens,"Alvis Edgar Owens Jr. (August 12, 1929 – March 25, 2006), known professionally as Buck Owens, was an American musician, singer, songwriter, and band leader. He was the lead singer for Buck Owens and the Buckaroos, which had 21 No. 1 hits on the Billboard country music chart. He pioneered what came to be called the Bakersfield sound, named in honor of Bakersfield, California, Owens's adopted home and the city from which he drew inspiration for what he preferred to call ""American music"". Read more on Last.fm",283618,2750205
751,Garrafa Vazia,Read more on Last.fm,722,5181
752,Slvdr,"SLVDR (Salvador) is a brazillian instrumental band that gathers influences from the math-rock and post-rock scene. The band consists of Hugo Noguchi (from the band Ventre), Bruno Flores and Gabriel Barbosa. They have released one EP, titled ""Fera Vischer"".
 Read more on Last.fm",1856,21350
753,The Wolf Banes,"Wim Punk: big hairdo, big guitar, big heart. Too many songs.

The Wolf Banes: gentlemen yet boyish enough to understand the importance of being earnest about harmonies, tongues & cheeks, and setting the drummer on fire. Occasionally.

First record ‘Where Is The Party’ (1988) produced by Golden Earring compadre George Kooijmans. Press buzz big names (Clash, Eddie Cochran) and some slightly smaller ones (Replacements, Hoodoo Gurus). Sequel albums 'High Five' and 'Suite 16' garner similar response. Read more on Last.fm",9062,48389
754,Mickey Gilley,"Mickey Leroy Gilley was born 9th March 1936 in Natchez, Mississippi.  Best known as a Country music singer and piano player,  he moved to Houston at age 17 and began playing rock n roll in local clubs, cutting ""Tell Me Why"" and ""Oo-ee-baby"" for the local Minor label. He experienced little success on a succession of labels - Dot (Memphis), Rex (New Orleans), Khoury (Lake Charles, Louisiana) until in 1960 he cut ""Is It Wrong"" for Potomac which became a regional hit. Read more on Last.fm",72182,469498
755,Benny Golson,"Benny Golson (born in Philadelphia on 25 January 1929; died 2 September 2024) was an  American bebop/hard bop jazz tenor saxophonist, composer, and arranger remembered for his many compositions that have become jazz standards including ""I Remember Clifford"", ""Blues March"", ""Stablemates"", ""Whisper Not"", ""Along Came Betty"", and ""Killer Joe"". In 2009, Golson was inducted into the International Academy of Jazz Hall of Fame and he was a recipient of a Grammy Trustees Award in 2021.  Read more on Last.fm",213147,1036266
756,The Fifth Estate,Read more on Last.fm,3164,14130
757,Forrozão Baby Som,Read more on Last.fm,13552,86607
758,Guilherme & Benuto,"Os irmãos Guilherme Antônio Artioli (13/06/1990) e Haroldo Benevuto Machado Artioli (19/11/1988), naturais de Campinas (SP), são os verdadeiros cometas do sertanejo oriundas de um trio. Estão como dupla na estrada desde 2019, e já conseguiram quatro grandes sucessos de vendas. Tem uma caneta na mão, e escreveram Pergunta Boba de Jorge & Mateus, Até Deus Duvida de Guilherme & Santiago e entre outras canções. Depois de Flor Que Se Cheira, já figuram no cenário como os gigantes. Read more on Last.fm",180560,6170164
759,Trina,"Katrina Laverne Taylor (born December 3, 1974), better known by her stage name Trina, is an American rapper, songwriter and model from Miami, Florida. Trina first gained notoriety in 1998 with her appearance on Trick Daddy's second studio album www.thug.com to the single ""Nann Nigga."" She scored her first Top 5 on the Billboard Hot 100 as a feature artist on Chingy single ""Right Thurr."" Two years later, Trina scored her own on Top 20 single on the Billboard Hot 100 with ""Here We Go"" featuring Kelly Rowland,which became her first worldwide hit. Read more on Last.fm",351805,2896576
760,Caniko Tucci,Read more on Last.fm,142,1660
761,Herbie Nichols Trio,"There were several notable Herbie Nichols Trios:

""Herbie Nichols Trio"" is the third album by American jazz pianist Herbie Nichols featuring performances recorded and released on the Blue Note label in 1956.
 
Although originally unheralded at the time of release Nichol's Blue Note recordings have gained recognition as highly original and ground-breaking compositions and performances. The Allmusic review by Scott Yanow awarded Nichols' The Complete Blue Note Recordings Read more on Last.fm",8812,48321
762,The Fresh Jazz Quartet,Read more on Last.fm,3330,8219
763,The Clovers,"There are multiple groups by this name.

1:
The group formed in 1946 at Armstrong High School in Washington, D.C., with members Harold Lucas, Billy Shelton, and Thomas Woods. John ""Buddy"" Bailey was added soon after, and they began calling themselves the ""Four Clovers"", with Bailey on lead. In perfecting their sound, the group pushed Shelton and Woods out in 1948, and brought in Matthew McQuarter and Harold Winley.

Their break came in 1950, when they were introduced to Lou Krefetz, who became their manager. Read more on Last.fm",223237,1073730
764,Lars Christian Lundholm,Read more on Last.fm,3324,13903
765,Anthony Hamilton,"Anthony Hamilton (born January 28, 1971, in Charlotte, North Carolina) is an R&B/soul/""neo-soul"" singer and songwriter who rose to fame with his 2003 second album Comin' from Where I'm From, which featured the singles ""Comin' from Where I'm From,"" ""Charlene,"" and ""I'm a Mess."" Hamilton first discovered his talent while singing in his church choir at age 10. In 1993 he left Charlotte for New York City, where he signed with Andre Harrell's Uptown Records. Read more on Last.fm",549070,6083292
766,Jack Scott,"Jack Scott (born Giovanni Domenico Scafone, Jr. on 24 January 1936; died 12 December 2019) was a Canadian-American singer and songwriter. He was inducted into Canadian Songwriters Hall of Fame in 2011. 

Scott was born in Windsor, Ontario, Canada, and raised in Detroit, an Italian hillbilly who worshipped Hank Williams, and became a rock and roll star. His first album, entitled Jack Scott. One of the first album recorded in stereo, it contained a mixture of rockabilly and ballads of which 10 were Scott's own compositions.  Read more on Last.fm",73613,372248
767,Phil Woods,"Philip Wells Woods (November 2, 1931 – September 29, 2015) was an American jazz alto saxophonist, clarinetist, bandleader and composer.

Woods was born in Springfield, Massachusetts. He studied music with Lennie Tristano, who influenced him greatly, at the Manhattan School of Music and at the Juilliard School. His friend, Joe Lopes, coached him on clarinet as there was no saxophone major at Juilliard at the time. Although he did not copy Charlie ""Bird"" Parker Read more on Last.fm",150952,552026
768,Afshan Zaibi,Read more on Last.fm,24,223
769,Zafrir,"Zafrir, real name Zafrir Ifrach, is a multi-instrumentalist and electronic music producer from Israel. 

Zafrir has built a name and reputation for himself by working his way up the ranks to become one of the most prolific names around. Working with the likes of Armin van Buuren, Timmy Trumpet and many more, his name is tied to some of the electronic music worlds hottest tracks. Starting at the young age of 16, his production skills are truly out of this world. Read more on Last.fm",42159,209096
770,Jimmie Noone,"Jimmie Noone (or Jimmy Noone; born April 23, 1895 in Cut Off, Louisiana – died April 19, 1944 in Los Angeles, California) was an American jazz clarinetist.

Noone started playing guitar in his home town; at the age of 15, he switched to the clarinet and moved to New Orleans, where he studied with Lorenzo Tio. By 1912, he was playing professionally with Freddie Keppard in Storyville, and played with Buddy Petit, Kid Ory, Papa Celestin, the Eagle Band Read more on Last.fm",12473,65588
771,Armin van Buuren,"Armin Jozef Jacobus Daniël van Buuren (born 25 December 1976) is a Dutch DJ and record producer. Since 2001, he has hosted ""A State of Trance"" (ASOT), a weekly radio show broadcast to nearly 40 million listeners in 84 countries via more than 100 FM radio stations.

Van Buuren has received multiple accolades throughout his career. He has been ranked the number one DJ by DJ Mag five times, including four consecutive years. He was placed fifth in the DJ Mag Top 100 DJs list in 2022, fourth in 2015, 2016, 2019 and 2020, and third in 2017. Read more on Last.fm",1649601,57530897
772,Ghost Town,"There are several artists by the name 'Ghost Town', including: 
1) A British Garage Rock/Evil Surf/Lo-Fi Pop band from Bournemouth. 
2) An Australian five-piece hardcore/metal band from the Gold Coast. 
3) An American electronic rock band from Hollywood, CA. 
4) A New Zealand band based in Auckland. 

1.) A Garage Rock/Evil Surf/Lo-Fi Pop band from Bournemouth, UK, Britain (UK) on the label 'Party's Over'.

https://soundcloud.com/ghost-town

http://ghost-town.bandcamp.com/album/killer-waves-and-x-ray-eyes Read more on Last.fm",165246,3615928
773,Terry Scott Taylor,"Terry Scott Taylor (born May 24, 1950) is an American songwriter, record producer, writer and founding member of the bands Daniel Amos and the Swirling Eddies. Taylor is also a member of the roots and alternative music group, Lost Dogs, and has released several solo albums.  He  also composed the music for the video games The Neverhood Chronicles, Skullmonkeys,  Boom Bots and Armikrog.  He lives in San Jose, California.

Taylor is highly regarded for his songwriting skills. Read more on Last.fm",38358,1848981
774,Mike Oldfield,"Mike Oldfield (born Michael Gordon Oldfield, 15 May 1953, Reading, Berkshire, England) is largely known for Tubular Bells, his groundbreaking album from 1973, the success of which also bankrolled Sir Richard Branson's Virgin Records, for which Tubular Bells was the inaugural release. However, his musical career has spread over more than 40 years encompassing a range of styles, with varying amounts of success. According to the Gibraltar Encyclopedia of Progressive Rock, his style is labeled as Oldfield Progressive. Read more on Last.fm",1087504,28535331
775,Living Room,"There  are multiple artists with the name 'Living Room'.

1. A Prague band formed in 2003.
2. A Swiss singer-songwriter group formed in 2004.
3. Christoph Pepe Auer and Manu Delago project
4. The solo project of Alex Stooshinoff from Saskatchewan,Canada, focusing on the genres of indie rock, ambient and drone.
5. An indie rock band from New York. - https://livingrm.bandcamp.com/

1. Living Room is Prague band formed in 2003. Its style encompasses elements of indie, rock, pop and alternative. Read more on Last.fm",347869,3328315
776,Saïd Senhaji,Read more on Last.fm,2225,18049
777,Pantera,"Pantera is an American heavy metal band from Arlington, Texas, formed in 1981 and active until 2003. Two members from the band's best-known lineup, vocalist Phil Anselmo and bassist Rex Brown, revived the band with touring musicians Zakk Wylde and Charlie Benante beginning in 2022. The group was founded by the Abbott brothers (drummer Vinnie Paul and guitarist Dimebag Darrell). Brown and Anselmo joined in 1982 and 1986 respectively. In addition to their development and popularization of the groove metal subgenre Read more on Last.fm",2288702,106600953
778,Umar X,Read more on Last.fm,20,189
779,Hipercubo,Read more on Last.fm,117,2221
