,artist,biography,listeners,playcount
321,Kim Waters,"Saxophonist, composer and producer Kim Waters is a trendsetter in the world of contemporary jazz. He has scored ten #1 hits, recorded 13 chart-topping albums and sold over a million records, placing him among the top 5 best selling instrumentalists in contemporary jazz. During his 16-year career, Kim Waters has paved the way as one of the premiere architects for Urban Smooth jazz, a soulful blend of R&B and jazz, of which he is the reigning king! Read more on Last.fm",118391,1171336
322,The Who,"The Who is an English rock band formed in Acton, Middlesex in 1964. Their classic line-up consisted of lead singer Roger Daltrey, guitarist and singer Pete Townshend, bass guitarist John Entwistle, and drummer Keith Moon. They are considered one of the most influential rock bands of the 20th century, selling over 100 million records worldwide and holding a reputation for their live shows and studio work.

The Who developed from an earlier group, the Detours Read more on Last.fm",3798178,114931136
323,Tems,"Temilade Openiyi (born 11 June 1995), better known by her stage name Tems, is a Nigerian singer, songwriter and record producer. In May 2021, Tems was ranked number 1 on the Billboard Next Big Sound chart and number 5 on the Billboard Emerging Artist chart. In September 2021, Tems was signed to RCA records and announced as Apple Music Up Next artist of the month. Read more on Last.fm",616767,14870803
324,Simple Plan,"Simple Plan is a pop punk band from Montréal, Québec, Canada, formed in 1999. The band members are Pierre Bouvier (lead vocals), Jeff Stinco (lead guitar), Sébastien Lefebvre (rhythm guitar, backing vocals) and Chuck Comeau (drums, percussion). They have released six studio albums: No Pads, No Helmets… Just Balls (2002), Still Not Getting Any (2004), Simple Plan (2008), Get Your Heart On! (2011), Taking One for the Team (2016),  Harder Than It Looks (2022)  and a EP titled Get Your Heart On - The Second Coming! (2013). Read more on Last.fm",2671597,76911230
325,Danny Walgreen,Read more on Last.fm,39163,237354
326,Ozzy Osbourne,"Ozzy Osbourne (born John Michael Osbourne in Marston Green, Warwickshire, on 3 December 1948; died 22 July 2025) was an English singer, songwriter, and media personality remembered as the lead vocalist of the heavy metal band Black Sabbath, during which period he adopted the nickname ""Prince of Darkness"". On 5 July 2025, Osbourne performed his final show at the ""Back to the Beginning"" concert event. 

He was inducted into the Rock and Roll Hall of Fame as a member of Black Sabbath in 2006 and as a solo artist in 2024. Read more on Last.fm",2932795,87034055
327,Ella Mai,"Ella Mai Howell (born 3 November 1994) is an English singer-songwriter. Her musical career began at London's British and Irish Modern Music Institute in 2014, during which time she auditioned as part of a trio on the 11th season of The X Factor. In 2015, she uploaded a four-track solo EP of originals to SoundCloud titled Troubled, and was discovered on social media by American record producer Mustard and signed with his record label, 10 Summers Records. Read more on Last.fm",706145,15167878
328,Duckwrth,"DUCKWRTH is one of the west coast's most dynamic up-and-coming artists of this generation.  Clearly a student of hip hop, DUCKWRTH's creative style is an amalgamation of seminal acts like The Pharcyde and Tribe Called Quest with dashes of Gnarls Barkley and Outkast. Yet, he is maintaining a decidedly unique element that solidifies his role as a major player in the progression of Hip Hop as a cerebral art form. He is breathing new life into reminiscent hip-hop that true heads have loved and have gladly seen triumph to mainstream stardom. Read more on Last.fm",732897,15291703
329,SunPalace,Read more on Last.fm,9147,40354
330,The Allergies,"The Allergies are a duo from Bristol, United Kingdom. Since forming in 2012 The Allergies have made it their mission to reshape funky vintage sounds for the modern dancefloor.  Both skilled turntablists in their own right, the duo of DJ Moneyshot & Rackabeat first bonded over their love of classic hip-hop and beats, then decided to pool their knowledge and skills into making their own music.

Along the way they’ve racked up two ‘Tune of the Month’ awards in Mixmag Read more on Last.fm",77303,694937
331,Emil Brandqvist,Read more on Last.fm,33192,115915
332,Benny Goodman Quartet,"Goodman is also responsible for a significant step in racial integration in America. In the early 1930s, black and white jazz musicians could not play together in most clubs or concerts. In the Southern states, racial segregation was enforced by the Jim Crow laws. Benny Goodman broke with tradition by hiring Teddy Wilson to play with him and drummer Gene Krupa in the Benny Goodman Trio. In 1936, he added Lionel Hampton on vibes to form the Benny Goodman Quartet. Read more on Last.fm",82771,342863
333,Against The Current,"Against the Current is a pop-punk band that formed in Poughkeepsie, New York in 2011. Led by singer Chrissy Costanza, guitarist/singer Dan Gow, and drummer Will Ferri, they initially built up a large following on YouTube covering songs like Owl City and Carly Rae Jepsen's ""Good Time"" and Kelly Clarkson's ""Catch My Breath."" Their own debut single, ""Thinking,"" arrived in July 2012, followed a year later by ""Closer, Faster,"" the latter of which also appeared on their debut EP ''Infinity' in 2014. Read more on Last.fm",259548,11866385
334,Kali Uchis,"Karly-Marina Loaiza, professionally known as Kali Uchis, is a Colombian-American singer-songwriter, record producer, music video director and fashion designer. She writes and produces most of her own music.

The stylistic range of left-field pop artist Kali Uchis is reflected in the variety of her collaborators – an extensive genre-crossing list that includes Tyler, the Creator, Gorillaz, Daniel Caesar, Juanes, and BadBadNotGood. A singer, songwriter Read more on Last.fm",2766729,268038192
335,Art Hirahara,"Hirahara studied at the Oberlin Conservatory of Music and the California Institute of the Arts.[1] He has been part of the jazz scene in New York since 2003,[2] after moving there from the San Francisco Bay Area.[1]

Hirahara's debut album, Edge of This Earth, was released in 2000.[3] In 2011 Posi-Tone Records released Hirahara's Noble Path, a trio album with Yoshi Waki (bass), and Dan Aran (drums).[3] His next Posi-Tone album, Libations & Meditations from 2015, was a trio recording with bassist Linda Oh (bass) and drummer John Davis.[4][2] Read more on Last.fm",65830,223170
336,With Confidence,"With Confidence were an Australian pop punk band from Sydney, formed in 2012. The band consisted of lead vocalist/bassist Jayden Seeley, backing vocalist/guitarist Inigo Del Carmen and drummer Joshua Brozzesi. 

With Confidence have cited influences from bands The Dangerous Summer, Kings Of Leon, Blink-182, The Wonder Years, The Strokes, The Dead Love and La Dispute on their Facebook. Along with Blink-182, All Time Low, Red Hot Chili Peppers, and The Dangerous Summer mentioned in their interview with Beers with the Band on YouTube. Read more on Last.fm",234846,6675910
337,Bruno Mars,"Peter Gene Hernandez (born October 8, 1985 in Honolulu, Hawaii, USA), known professionally as Bruno Mars, is an American singer, songwriter, record producer, musician, and dancer. He is known for his stage performances, retro showmanship, and for performing in a wide range of musical styles, including pop, R&B, funk, soul, reggae, disco, and rock. Mars is accompanied by his band, the Hooligans, who play a variety of instruments, such as electric guitar, bass, piano, keyboards, drums, and horns, and also serve as backup singers and dancers. Read more on Last.fm",4799814,250231897
338,Matt Dusk,"Matthew-Aaron Dusk (born 1978 in Toronto, Ontario, Canada) is a Canadian jazz musician / vocalist. His major label debut album ""Two Shots"" has been certified gold in Canada and he has appeared on Mark Burnett's reality TV show ""The Casino"".

From an early age, Matt Dusk wanted to become a performer. At the age of seven, he was accepted into the St. Michael's Choir School, where he remained for eleven years. Originally Dusk performed opera and classical Read more on Last.fm",148055,1034277
339,Zach Hood,Just a kid from Alabama Read more on Last.fm,187651,2768420
340,LEISURE,"There are five artists with the name Leisure:

1) LEISURE is a band from New Zealand that launched on SoundCloud in 2015 with 'Got It Bad.'  https://soundcloud.com/theleisurecollective

Made up of five independently talented and successful members who were looking for a new creative outlet unconstrained by over-thinking, over-planning, and excessive control; LEISURE are an anomaly in the music industry. This unusual melting-pot of contributions means LEISURE is greater than the sum of its parts Read more on Last.fm",466244,6283044
341,Clairo,"Clairo is the stage name for singer-songwriter Claire Cottrill, whose song ""Pretty Girl"" went viral in late 2017 on YouTube. At 19 years old, Clairo opened a show for rapper Tyler, the Creator and had her music featured on The Le Sigh, a blog for female and nonbinary rising musicians. 

On May 25, 2018, Claire released the EP ""Diary 001"", featuring 6 tracks, many of which were previously released as singles. The EP featured Clairo's characteristic lo-fi production and bedroom pop aesthetic. Read more on Last.fm",2631830,289327737
342,Hollow Ship,"Hollow Ship is a five-piece psychedelic rock band from Gothenburg.
Their groovy music mixes sounds of early British psych with mindexpanding funky afro-rock.
Sweet analogue sonics of the 60s are fused with modern technique creating their own distinctive sound. Read more on Last.fm",62642,224282
343,Inhaler,"There are two bands known as Inhaler.

1. Inhaler are an alternative rock band formed in 2016 in Dublin  consisting of Elijah Hewson (voc, git), Josh Jenkinson (git), Robert Keating (aka Bobby Skeetz, bass) and Ryan McMahon (dr). The band released their first single, I Want You in 2017. The band were signed to Polydor an English label-- in July 2019 and embarked on their first tour of the US. The band were tipped for success in 2020 when they ranked at number 5 in BBC's Sound of. Read more on Last.fm",470577,24781661
344,Bailey Zimmerman,"Bailey Zimmerman (born January 27, 2000 in Louisville, Illinois, USA) is an American country singer/songwriter. Zimmerman's journey to musical stardom began with a Snapchat video of Black Stone Cherry’s ""Stay"" while waiting at his stepbrother’s shop. This caught the attention of songwriter Gavin Lucas, who encouraged Zimmerman to explore his own music. Their collaboration resulted in Zimmerman’s first song, ""Never Comin' Home,"" which he shared on TikTok in December 2020. Read more on Last.fm",242373,7163254
345,Arne Torvik Trio,Read more on Last.fm,13316,42652
346,DAY6,"DAY6 (Hangul: 데이식스) is a South Korean rock band, comprised of four members: Sungjin(leader, rhythm guitar, vocals),  Young K (bass, vocals, rap), Wonpil (keyboards, synthesizer, vocals), and Dowoon (drums, backing vocals).

As the name may suggest, they were originally a six member band. Junhyeok (keyboard, vocals) departed in February 2016.  Jae (lead guitar, vocals, rap; also active as eaJ) departed the group on December 31st 2021. Read more on Last.fm",501305,56481258
347,Milky Chance,"Milky Chance is a German alternative pop folk rock duo with reggae and electronic music influences made up of Clemens Rehbein as vocalist and musician and Philipp Dausch as DJ. Both originating from Kassel, they are signed to Kassel-based label Lichtdicht Records.

The duo finished their high school education at Jacob-Grimm Schule. Clemens played in a jazz quartet known as Flown Tones where he played bass guitar. Philipp was a DJ. 

Their first single 'Stolen Dance'  was released in 2012 Read more on Last.fm",1604255,36349676
348,John Rae,John Rea Read more on Last.fm,16238,38747
349,James Jackson Jazz Trio,"James Jackson Jazz Trio is a jazz collective based from New York City, led by composer and piano player Julian Shore. They have released their music via Chill Palm Sounds / Chill Tone Records.

Julian Shore, who also performs as Alfons Daiminger, is a pianist and composer originally from Narragansett, Rhode Island, and currently based in New York. He has released 11 singles as Alfons Daiminger, while his six albums are released under his real name. Read more on Last.fm",220208,1006203
350,BLACKPINK,"BLACKPINK (Hangul: 블랙핑크; Katakana :ブラックピンク; stylized as BLΛƆKPIИK) are a four-member girl group formed by YG Entertainment, consisting of JISOO (지수), JENNIE (제니), ROSÉ (로제) and LISA (리사).

On May 31, 2016, YG Entertainment  began releasing individual teaser photos of the members for the agency's then-unnamed, upcoming girl group on Instagram, starting with Jennie the same day. This was followed by Lisa on June 7, Jisoo on June 14, and lastly Rosé on June 21. Read more on Last.fm",1743533,279595140
351,Slow Pulp,"The dreamy songs of Midwest indie rock outfit Slow Pulp draw on moody shoegaze, hooky grunge, and intimate lo-fi fare. The band made their full-length debut with Moveys in 2020.
Guitarist Henry Stoehr, bass player Alexander Leeds, and drummer Theodore Mathews started making music together as friends in the sixth grade, naming their first band from letters in their first names. It wasn't until high school, when Emily Massey contributed guitar and backing vocals to later incarnation Slow Pulp's second EP Read more on Last.fm",778407,20462496
352,Joy Crookes,"Joy Elizabeth Akther Crookes is a British Neo Soul singer-songwritter of Bangladeshi-Irish heritage. She was born in Lambeth, South London and grew up in the area of Elephant and Castle. 
Crookes has cited Black Uhuru, Marvin Gaye, The Pogues, Sinead O'Connor, Kendrick Lamar, Gregory Isaacs and Kate Nash as her influences.  Read more on Last.fm",457758,7237044
353,JAWNY,"Jacob Lee-Nicholas Sullenger (born December 23, 1995), known professionally by Jawny (stylized as JAWNY; formerly Johnny Utah), is an American singer, songwriter, and producer. He first received recognition after the release of his 2019 single, ""Honeypie"", and was signed to Interscope Records in January 2020. Read more on Last.fm",949646,14240529
354,Holding Absence,"Holding Absence is a rock band from Cardiff, Wales formed in 2015. The group consists of lead vocalist Lucas Woodland, guitarist Scott Carey, bassist Benjamin Elliot and drummer Ashley Green.

The band released an initial collection of singles in 2017, as well as a split EP with Loathe in 2018, before finally releasing their debut record, Holding Absence, in 2019. They are signed with SharpTone Records. In April 2021, they released their second album, 'The Greatest Mistake of My Life'. Read more on Last.fm",227355,8587116
355,Lee Bendroth,Read more on Last.fm,34084,244479
356,Gotts Street Park,"The Leeds-based trio, comprised of producer/writers Josh Crocker (bass, production), Tom Henry (keys) and Joe Harris (guitar), met through Leeds flourishing live music circuit, playing in and around local bands and venues.

Individually, they have produced and written for the likes of Kali Uchis, Yellow Days, Celeste and Mabel. Combining on their shared love for “The idea of doing things live in one room”, the creation and recording of a song – a group of players walking into a room with nothing Read more on Last.fm",401091,3553509
357,Stan Van Outen,Read more on Last.fm,34773,225350
358,The 8-Bit Big Band,"The 8-Bit Big Band is a Grammy award winning 30-65 member Jazz/Pops orchestra that formed to celebrate and realize some of the best musical themes written from various video games from all consoles! The members of the 8-Bit Big Band come from all around the world, but most reside primarily in New York City, and are some of the most highly sought after musicians and performers, all gamers at heart who enjoy playing their favorite games of all time! Read more on Last.fm",87910,1570256
359,Theophilus London,"Theophilus London is a Brooklyn, USA based hip hop artist with heavy electro influences.

London released his debut mixtape JAM! in 2008. In 2009 he collaborated with MachineDrum for his second mixtape This Charming Mixtape which brought London to a wider audience. In 2010 London released the mixtape I Want You which features covers of classic songs. 

London's track Flying Overseas (featuring Devonté Hynes and Solange Knowles) enjoyed popularity with music bloggers in November 2010.  Read more on Last.fm",541941,7490353
360,KALEO,"Kaleo is an Icelandic blues rock band established in 2012 and their first major public appearance Iceland Airwaves Music Festival in November 2012. Their fame came through ""Vor í vaglaskógi"" as it was included on heavy rotation on Icelandic state broadcaster RÚV's radio station Rás 2 featuring on top of the stations Top 10.

The band consists of lead vocalist and guitarist Jökull Júlíusson, drummer David Antonsson, bassist Daniel Kristjansson, lead guitarist Rubin Pollock and harmonicist Þorleifur Gaukur Davíðsson. Read more on Last.fm",1107502,18962520
361,Ruhi Erdogan,Read more on Last.fm,8897,18468
362,Billie Eilish,"Billie Eilish Pirate Baird O'Connell (born December 18, 2001), known professionally as Billie Eilish, is a Grammy and Academy Award-winning American singer and songwriter signed to Darkroom/Interscope Records.

Born and raised in Los Angeles, Eilish grew up in a household of actors and musicians and was homeschooled along with her brother Finneas O'Connell. At the age of eight, she joined the Los Angeles Children's Choir, developing the soulful vocals that would later appear on her early singles. Read more on Last.fm",3861428,729795347
363,Bring Me The Horizon,"Bring Me the Horizon are a British metalcore band formed in Sheffield, England, in 2004. The group currently consists of lead vocalist Oli Sykes, drummer Matt Nicholls, guitarist Lee Malia, and bassist Matt Kean. They are signed to RCA Records globally and to Columbia Records in the United States.

The band released its debut album ""Count Your Blessings"" in 2006. The album featured a deathcore style that received mixed reactions and generally unfavorable reviews from critics. Read more on Last.fm",2617071,288767978
364,Robert Elovsson,"Robert Elovsson (also releases music as Aron Edwards and Carol Antoine) is a multi-instrumentalist musician from Enköping, Sweden. Robert Elovsson has been in several bands, including Robert Elovsson Quartet, Mats/Morgan Band, Simon Steensland's Kamikaze United and Tribune Allstars.

Robert Elovsson plays keyboards, organ, bass and clarinet. He has also written, composed and arranged music for several Swedish artists like Robyn, Veronica Maggio, Oskar Linnros, Linnea Henriksson, Laleh and Ola. Read more on Last.fm",65243,404235
365,Davishmar,Read more on Last.fm,132537,774327
366,Ionn Blignault,Read more on Last.fm,18641,100414
367,Fujii Kaze,"Fujii Kaze (藤井風) is a Japanese musician and singer-songwriter under Universal Sigma. Fujii Kaze was born in 1997 in Satosho in Okayama, Japan, and is one of four brothers. As a child, he listened to all kinds of music such as jazz, classical music, pop, and enka. Starting at 12 years old, Kaze uploaded various piano and vocal cover videos on his personal Youtube channel, amassing more than 30 million views.  During his high school years, he suspended uploading to focus on his musical studies; he returned to Youtube after he graduated. Read more on Last.fm",701717,24484764
368,Five Finger Death Punch,"Five Finger Death Punch, also known as 5FDP or FFDP, is an American heavy metal band from Las Vegas, Nevada, formed in 2005. The original lineup included vocalist Ivan Moody, rhythm guitarist Zoltan Bathory, lead guitarist Caleb Andrew Bingham, bassist Matt Snell, and drummer Jeremy Spencer. Bingham was replaced by guitarist Darrell Roberts in 2006, who was later succeeded by Jason Hook in 2009. Snell left the band in 2010 and was replaced by Chris Kael in 2011. Read more on Last.fm",1507664,76426681
369,Victoria Monét,"Victoria Monét McCants (born May 1, 1989), is an American singer, songwriter, record producer and Grammy Award-winning recording artist. She became involved in performing arts at a young age, singing in the youth choir at her church, and performing in a city dance team. She soon took to writing and began working with producer Rodney Jerkins. Previously signed to Atlantic Records, Monét released her debut EP “Nightmares & Lullabies: Act 1” in 2014 and her follow-up EP “Nightmares & Lullabies: Act 2” the following year. Read more on Last.fm",1009540,34000333
370,ROSÉ,"ROSÉ (로제) or Roseanne Park is a South Korean-New Zealander singer-songwriter under THEBLACKLABEL and Atlantic Records. And also holds a group contract with YG Entertainment, serving as the vocalist for the girl band/group ‘BLACKPINK’.

In March 2021, ROSÉ made her solo debut with her single album R, selling 448,089 copies in its first week - the highest figure by a Korean female soloist. Its lead single “On the Ground” was a commercial success Read more on Last.fm",1471783,87841103
371,Mark Roswell Trio,Read more on Last.fm,74730,297256
372,Joao Donato,"This is an incorrect tag for João Donato. If this non-artist appears in your charts, do yourself and last.fm a favor. Fix your artist tags. Read more on Last.fm",35167,166308
373,Doris Day,"Doris Day (Doris Mary Ann Kappelhoff, Cincinnati, Ohio, U.S., April 3, 1922 – May 13, 2019) was an American actress, singer, and animal welfare activist. After she began her career as a big band singer in 1939, her popularity increased with her first hit recording ""Sentimental Journey"" (1945). After leaving Les Brown & His Band of Renown to embark on a solo career, she recorded more than 650 songs from 1947 to 1967, which made her one of the most popular and acclaimed singers of the 20th century. Read more on Last.fm",1068233,9099559
374,Swingrowers,"SWINGROWERS (pronounced Swing Grow’ers) are an accomplished four-piece band from Palermo in Sicily off the southern coast of Italy.

Known for their string of superb singles, albums and EPs as well as their incredible live shows, the band have done official remixes for platinum selling artists like Caro Emerald (Grandmono) or Millie Smalls (Island Records) and tours with bands like Caravan Palace or Parov Stelar. They’ve also toured North America Read more on Last.fm",87449,1244238
375,Maroon 5,"Maroon 5 are an American pop rock band that originated in Los Angeles, California, United States. The group was formed in 1994 as Kara's Flowers while its members were still in high school and originally consisted of Adam Levine (lead vocals, guitar), Jesse Carmichael (guitar, backing vocals) Mickey Madden (bass guitar) and Ryan Dusick (drums). Kara's Flowers signed to Reprise Records and released an album, ""The Fourth World"", in 1997. After a tepid response to the album Read more on Last.fm",6249142,258702912
376,Rema,"Rema (birth name Divine Ikubor)  is a Nigerian afrobeat and hip-hop artist from Benin City, Edo State. His critically acclaimed EPs have changed the wave of hip-hop/trap in Nigeria, with the songs ""Iron Man"" and ""Spiderman"" were featured on Obama's music list in 2019, while ""Dumebi"" was a global hit. His debut album Rave & Roses was released on March 25, 2022. Read more on Last.fm",897040,17945600
377,Thierry Marchal,Read more on Last.fm,32285,173965
378,The Home Team,"Fun, energetic, and bringing pop-punk/pop-rock to the forefront, The Home Team is ready to take the country by storm. Hailing from Seattle, WA, this 4-piece band consists of Brian Butcher (vocals), John Baran (guitar), Ryne Olson (bass), and Daniel Matson (drums). Working diligently to make a name for themselves, The Home Team released an EP, Black Sheep, in early 2014 and tour consistently bringing their electrifying live performance with them. The hard work, dedication to their craft, and ultimately catchy music caught the eyes of many fans. Read more on Last.fm",172743,8422578
379,Purple Disco Machine,"Tino Piontek (born 1980), also known as Tino Schmidt and the stage name Purple Disco Machine, is a German disco and house music producer and DJ.

Tino Piontek grew up in the German Democratic Republic. Through his father, he got to know western rock music at a young age. In 1996 he started producing with the program Cubase and some synthesizers; at the same time he discovered house music on the Dresden nightlife scene.[1] He became active as a DJ himself and in 2012 his first productions appeared. Read more on Last.fm",552145,9638426
380,Alexander 23,"Alexander Glantz (aka Alexander 23) got his start as a songwriter and musician who has toured the country playing drums and guitar, as well vocals. Inspired by his father, Alexander quickly developed a love for music, picked up a guitar and never put it down.

Today, his layered sound utilizes all areas of music including up-tempo drums, pop and trap beats, and his effortlessly flowing falsettos. His debut single, “Dirty AF1s,” made an instant Read more on Last.fm",544230,8029545
381,Greg Foat,"London-based keyboardist, composer, bandleader, and DJ, Greg Foat is a musician completely of his time and somehow beyond it. His highly original ""non-contemporary jazz"" utilizes conventional instruments and an exotic array of unorthodox ones, including harpsichord, tubular bells, and a 15-piece choir. Foat's music relies heavily on inspirations from library and soundtrack music, global folk traditions, psychedelia, hymnody, ambient music, and '60s and '70s pop, soul, blues, and more. Read more on Last.fm",77756,681920
382,Asiah,Read more on Last.fm,17189,196888
383,The Black Keys,"The Black Keys are an alternative rock  group from Akron, Ohio, United States which formed in 2001, consisting of singer and guitarist Dan Auerbach and drummer Patrick Carney. The band name was inspired by a schizophrenic artist and friend in Akron, who used the term ""black keys"" to describe things he disliked or people he did not trust. The Black Keys have roots in traditional blues and psychedelic rock stylings.

They released their first album, The Big Come Up, in 2002, followed by Thickfreakness in 2003, and Rubber Factory in 2004. Read more on Last.fm",3201928,191075264
384,Drew Milner,Read more on Last.fm,58662,302441
385,Awaken I Am,"Awaken I Am is a Progressive Rock/Post-Hardcore band from Gold Coast and Brisbane. You may recognize some of them from the band Sleepers, but after a few line-up changes, the guys decided to start fresh as Awaken I Am. The list of bands who AIA have toured with in the past year also looks remarkably like the roster of Australia's biggest touring acts: The Amity Affliction, Closure In Moscow, As Tall As Lions, Lydia, Dream On Dreamer, Tonight Alive Read more on Last.fm",124885,1964801
386,Sabrina Carpenter,"Sabrina Carpenter is an American singer, songwriter, and actress who rose to prominence through her work on television before establishing herself as a successful pop artist. Born on May 11, 1999, in Lehigh Valley, Pennsylvania, she began her career in entertainment at a young age, gaining early attention through YouTube covers and eventually landing acting roles. Her breakout came with her role as Maya Hart on the Disney Channel series Girl Meets World, which ran from 2014 to 2017 and earned her a dedicated fanbase. Read more on Last.fm",2825463,445418356
387,Oscar Peterson Trio,"Oscar Emmanuel Peterson (15 August 1925 – 23 December 2007) was a Canadian jazz pianist, vocalist and composer. Originally from Montreal, Quebec, Peterson is said to be one of the most technically brilliant and melodically inventive jazz pianists of all time, with a career that lasted more than 65 years.

Some of his musical associates have included Ray Brown, Ben Webster, Milt Jackson, Herb Ellis, Barney Kessel, Ed Thigpen, Niels-Henning Ørsted Pedersen Read more on Last.fm",563844,5791434
388,Dave Wave,Read more on Last.fm,6750,40178
389,Jacob De La Rose,Read more on Last.fm,17530,84478
390,Marshmello,"Chris Comstock, better known by his stage name Marshmello, was born on May 19, 1992. He is an American electronic dance music producer and DJ. He first gained international recognition by remixing songs by Jack Ü and Zedd, and later collaborated with artists including Omar LinX, Ookay, Jauz and Slushii. In January 2017, his song ""Alone"" appeared on the U.S. Billboard Hot 100 chart.
In 2018, he released ""Friends"", a collaboration with British singer Anne-Marie which peaked in the top 20 in the US. Read more on Last.fm",2351059,61856200
391,Noname,"Fatimah Nyeema Warner (born September 18, 1991), known professionally as Noname, is an American rapper, poet, and record producer from the Bronzeville neighborhood of Chicago. She began rapping and performing slam poetry in 2010, and gained wider recognition in 2013 for her appearance on the track ""Lost"" from Chance the Rapper's mixtape, Acid Rap.

Noname released her debut mixtape, Telefone, on July 31, 2016. Her debut album, Room 25, was released on September 14, 2018. She is member of the trio Ghetto Sage, with Smino and Saba. Read more on Last.fm",555425,17097341
392,Orion Sun,"Orion Sun is the one-woman project of Jersey-born, Philly-based singer, producer, and multi-instrumentalist Tiffany Majette.  Read more on Last.fm",1132025,20767508
393,Anne-Marie,"Anne-Marie Nicholson, born in Essex, England, was no stranger to performing by the time her debut EP dropped in 2015, having shared the stage as a 12-year-old with Jessie J in a West End production of Whistle Down the Wind. She also auditioned for Les Misérables without telling her parents, and was offered a part. It was a risk that paid off, as it served to open her parents' eyes to her singing ability. Aside from West End commitments, the intervening Read more on Last.fm",1103365,19277890
394,Khalid,"Khalid Donnel Robinson, better known as Khalid (born February 11, 1998) is an American singer, songwriter and record producer. He is signed to Right Hand Music Group and RCA Records. His debut single, ""Location"", was released in July 2016 and peaked at number 16 on the US Billboard Hot 100 chart and was later certified quadruple platinum by the Recording Industry Association of America (RIAA). His debut studio album, American Teen, was released on March 3, 2017. Read more on Last.fm",2117234,86428821
395,Edward France,Read more on Last.fm,25029,215024
396,Erroll Garner,"Erroll Garner (1921–1977) was a U.S. jazz pianist and composer, whose distinctive and melodic style brought him both popular acclaim and the admiration of his peers.

Erroll Louis Garner was born on 15th June 1921 in Pittsburgh, Pennsylvania, and began playing the piano at the age of three. At the age of seven he began appearing on radio station KDKA in Pittsburgh with a group called the Candy Kids. By the age of eleven he was playing on the Allegheny riverboats. At the age of fourteen in 1937 he joined local saxophonist Leroy Brown. Read more on Last.fm",446514,4033588
397,Jungle,"There are several artists using the moniker 'Jungle'.

1.  Jungle is an English modern soul musical collective founded by childhood friends, Tom McFarland and Josh Lloyd-Watson.
 Jungle was formed at the beginning of 2013, choosing to put an aesthetic emphasis on the music’s surrounding artwork and videos, and not on the pairs' own identity, (McFarland and Lloyd-Watson came to be known as J and T). Throughout the following year Jungle developed its nature as a collective by working with different artists across diverse disciplines. Read more on Last.fm",1513888,49022412
398,Nothing But Thieves,"Nothing But Thieves is an English alternative rock band, formed in 2012 in Southend-on-Sea, Essex. They consist of lead vocalist and guitarist Conor Mason, guitarist Joe Langridge-Brown, guitarist and keyboardist Dominic Craik, bassist Philip Blake, and drummer James Price. Their style of music has been compared to the likes of Foals, The Neighbourhood, and Civil Twilight, and they have been played on alternative and active rock radio.

Nothing But Thieves’ origins lie in schoolmates Conor Read more on Last.fm",958978,58498226
399,Thundercat,"Stephen Lee Bruner, stage name Thundercat (b. October 19 1984, Los Angeles, CA, USA) is a virtuoso bassist, composer, producer and singer. Born into a family of musicians, he and his brother were part of legendary thrash punks Suicidal Tendencies (since 16 years of age) - Bruner has collaborated with many, including jams with Snoop Dogg, Kendrick Lamar, Mac Miller and Stanley Clarke. 

“I do believe that hip-hop can be the new jazz, and I’m helping create that”, Bruner said in an interview to Bass Player, in 2008. Read more on Last.fm",1862941,68717768
400,Pearl Jam,"Pearl Jam is an American grunge/alternative rock band formed in Seattle, Washington, in 1990. The band's lineup consists of founding members Jeff Ament (bass guitar), Stone Gossard (rhythm guitar), Mike McCready (lead guitar), and Eddie Vedder (lead vocals, guitar), as well as Matt Cameron (drums), who joined in 1998. Keyboardist Boom Gaspar has also been a touring/session member with the band since 2002. Drummers Jack Irons, Dave Krusen, Matt Chamberlain, and Dave Abbruzzese are former members of the band. Read more on Last.fm",4131862,238353378
401,The Swinghoppers,"The Swinghoppers is an exciting new project that combines the feel-good vibe of classic swing with the swagger and attitude of Golden Era hip-hop!

The talent of MC Offbeat, the infamous beatboxing skills of Pye (FKA Pieman), the sweet and soulful vocals of Sharleena Ray and the DJ skills of Awesome Wells.

Swinghoppers are coming together to create something greater than the sum of their parts.

Following the release of their debut EP Welcome to the Family, The Swinghoppers are quickly gaining an enviable reputation. Read more on Last.fm",13120,76719
402,Klugzone,Read more on Last.fm,42,162
403,Underground Canopy,"Underground Canopy officially formed in 2016 after jamming and playing covers of Flying Lotus, Madlib and J. Dilla for several years. Band members Jonathan Aréna (Keys), Warren Dongué (Bass), Necky Gomis (Trumpet/Flugelhorn), Alfredo Grooveton (Drums) and Jeremy Talon (Guitar) members met in the south of France during their 20s and immediately connected over their shared passion for hip-hop and instrumental music. The approach to compositions was always to transform the vibe of jazzy hip-hop into hand made live music. Read more on Last.fm",178308,1020401
404,Portraits in Jazz,Read more on Last.fm,47311,165118
405,Nils Petter Molvær,"Nils Petter Molvær (born September 18 1960 in Sula, Norway) is a Norwegian trumpet player, composer and producer, who connects multiple music styles - jazz, ambient, house, electronic and break beats, as well as elements from hip hop, rock and pop music - and melts them into convincing soundscapes of deep intensity. Often eclectic, Molvær's style is similar to avant-garde trumpeter Toshinori Kondo. His interest in both acoustic and electric music shows the ease with which he handles the conventions of pop Read more on Last.fm",178602,2305099
